,Unnamed: 0,PubMedID,Title,Abstract,Label
2645,2645,15043392,Severe acute respiratory syndrome: scientific and anecdotal evidence for drug treatment,"Severe acute respiratory syndrome (SARS), caused by a highly infectious novel coronavirus (CoV), predominantly presents with severe pneumonitis leading to respiratory failure and death in approximately 10% of victims. Most cases present, after an incubation of 2 to 11 days, with fever and chills, which are followed by dry cough and dyspnea before the onset of respiratory failure. The management of SARS is controversial, largely due to the lack of data from controlled trials, which were logistically impossible to design or execute at the time of the overwhelming outbreak between March and June 2003. The use of an antiviral is logical although there is no effective agent against SARS-CoV, with the widespread use of ribavirin in 2003 attracting considerable scepticism. The use of ribavirin as a monotherapy in SARS is not recommended. Retrospective data suggest that administration of the anti-HIV drug Kaletra in combination with ribavirin could reduce mortality and incidence of respiratory failure. The use of corticosteroid was based on the similarity between SARS and bronchiolitis obliterans organizing pneumonia. Corticosteroid use is considered important in subsets of patients with SARS. As SARS may still resurge, it is imperative that past experience is analyzed. This review will attempt to address the rationale for pharmacotherapy in SARS using anecdotal and the limited published data. ",0
9028,9028,8165461,[Technical aspects of ultrasonography of the fetal hip joint],"Recent advances in ultrasound technology now permit direct access to foetal structures with visualisation of foetal hip development. Since early diagnosis and treatment of congenital hip dislocation significantly influence outcome of the disease, ultrasound screening of newborn infants proved to be the most effective method. In our study assessment of the foetal hip has been carried out to provide basic knowledge on foetal hip development from 14.-40. weeks of gestation. Technique of foetal hip ultrasound is presented. Diagnosis should include qualitative and quantitative descriptions of foetal hip structures. Alpha and Beta angles according to Graf's classification are frequently measurable from the 21st week of gestation, but tend to be more reliable towards the end of pregnancy.",1
7011,7011,32745283,IgG 4 Autoimmune hepatitis presenting as idiopathic hypereosinophilia syndrome,"Autoimmune Hepatitis (AIH) and Idiopathic Hypereosinophilia Syndrome (HES) are viewed as distinct diseases. Our patient presented with hepatic and serum IgG4+ plasma cell infiltration, in addition to a marked bone marrow and peripheral eosinophilia with colonic involvement, raising the diagnosis of IgG4-related disease (IgG4-RD) and HES. This is the first reported case of IgG4 - AIH presenting with HES, both of which resolved with immune suppressive therapy.",0
8850,8850,7545495,Pharmacological correction of neonatal lethal hepatic dysfunction in a murine model of hereditary tyrosinaemia type I,"Hereditary tyrosinaemia type I, a severe autosomal recessive metabolic disease, affects the liver and kidneys and is caused by deficiency of fumarylacetoacetate hydrolase (FAH). Mice homozygous for a FAH gene disruption have a neonatal lethal phenotype caused by liver dysfunction and do not represent an adequate model of the human disease. Here we demonstrate that treatment of affected animals with 2-(2-nitro-4-trifluoro-methylbenzyol)-1,3-cyclohexanedione abolished neonatal lethality, corrected liver function and partially normalized the altered expression pattern of hepatic mRNAs. The prolonged lifespan of affected animals resulted in a phenotype analogous to human tyrosinaemia type I including hepatocellular carcinoma. The adult FAH-/- mouse will serve as useful model for studies of the pathophysiology and treatment of hereditary tyrosinaemia type I as well as hepatic cancer.",1
1071,1071,3491317,Endoscopic sclerotherapy versus portacaval shunt in patients with severe cirrhosis and acute variceal hemorrhage. Long-term follow-up,"In a continuation of a trial for which preliminary results were reported in the Journal two years ago, a total of 64 patients with Child Class C cirrhosis and variceal hemorrhage requiring six or more units of blood were randomly assigned to receive either a portacaval shunt (32 patients) or endoscopic sclerotherapy (32 patients). The duration of initial hospitalization and the total amount of blood transfused during hospitalization were significantly less in the patients receiving sclerotherapy (P less than 0.001). There was no difference in short-term survival (50 percent of the sclerotherapy group were discharged alive, as compared with 44 percent of the shunt-surgery group). Both groups were followed for a mean of 530 days after randomization. Rebleeding from varices, the duration of rehospitalization for hemorrhage, and transfusions received after discharge were all significantly greater in the sclerotherapy group (P less than 0.001). Forty percent of the sclerotherapy-treated patients discharged alive (7 of 16 patients) ultimately required surgical treatment for bleeding varices, despite a mean of 6.1 treatment sessions. Health care costs and long-term survival did not differ significantly between the groups (P greater than 0.05). We conclude that although endoscopic sclerotherapy is as good as surgical shunting for the acute management of variceal hemorrhage in poor-risk patients with massive bleeding, sclerotherapy-treated patients in whom varices are not obliterated and bleeding continues should be considered for elective shunt surgery.",0
8754,8754,7189278,Chronic vitamin A intoxication in infants fed chicken liver,"Twin female infants were fed 120 gm of chicken liver homogenate daily for four months. They developed irritability, vomiting, and bulging anterior fontanelles. Computed tomograms of the brain revealed enlarged ventricles in both infants and dilated subarachnoid spaces in one. Plasma vitamin A concentrations were elevated. After all sources of vitamin A intake were stopped, the infants recovered without sequelae. The chicken liver homogenate contained 36,000 IU of vitamin A per 120 gm. Since infants often receive 4,000 units of vitamin A daily from fortified milk and vitamin supplements, they probably cannot be fed 60 gm of chicken liver safely more often than once weekly.",1
3945,3945,19399912,Vascular disorders of the liver,This guideline has been approved by the American Association for the Study of Liver Diseases (AASLD) and represents the position of the association.,0
10926,10926,16265126,Drug Insight: appetite suppressants,"""The term 'appetite suppressant' is used to denote drugs that act primarily on the neurochemical transmitters of the central nervous system to reduce food intake. In addition to drugs that release or mimic the effect of norepinephrine (noradrenaline), this could include drugs that inhibit: reuptake of norepinephrine or 5-hydroxytryptamine (also known as serotonin); bind to the gamma-aminobutyric acid receptors or the cannabinoid receptors; and some peptides that reduce food intake. The sympathomimetic drugs phentermine, diethylpropion, benzphetamine, and phendimetrazine--so named because they mimic many effects of norepinephrine--are only approved in a few countries, and then only for short-term use. Sibutramine, a norepinephrine-5-hydroxytryptamine reuptake inhibitor, is approved for long-term use. Several new mechanisms for drug action are under investigation. Appetite suppressants should be viewed as useful adjuncts to diet and physical activity and might help selected patients to achieve and maintain weight loss.""",1
11876,11876,19584064,ABCB4 gene mutations and single-nucleotide polymorphisms in women with intrahepatic cholestasis of pregnancy,"""AIM: To evaluate the nature and frequency of ATP-binding cassette subfamily B member 4 (ABCB4) gene variants in a series of French patients with intrahepatic cholestasis of pregnancy (ICP). METHODS: In this prospective study, the entire ABCB4 gene coding sequence was analysed by DNA sequencing in 50 unrelated women with ICP defined by pruritus and raised serum alanine aminotransferase activity or bile acid concentration, with recovery after delivery. Genomic variants detected in patients with ICP were sought in 107 control pregnant women. Patients with ICP and controls were of Caucasian origin. RESULTS: Eight genomic variants were observed. One nonsense mutation (p.Arg144Stop) and two missense mutations (p.Ser320Phe and p.Thr775Met) were revealed each in one heterozygous patient. A third missense mutation (p.Arg590Gln) was detected in three heterozygous patients and in two homozygous patients also homozygous for a particular haplotype of three single-nucleotide polymorphisms (c.175C>T, c.504T>C, c.711A>T). The chromosomal frequency of the p.Arg590Gln variant was significantly different between the ICP and control group (7.0% vs 0.5%; p = 0.0017; OR 16.03, 95% CI 1.94 to 132.16). An association was also found between allele T of the c.504T>C silent nucleotide polymorphism and ICP (68.0% vs 53.7%; p = 0.017; OR 1.83, 95% CI 1.08 to 3.11). The chromosomal frequency of the p.Arg652Gly variant did not differ between the ICP and control group (p = 0.40). CONCLUSIONS: This study shows that 16% of Caucasian patients with ICP bear ABCB4 gene mutations, and confirms the significant involvement of this gene in the pathogenesis of this complex disorder.""",1
6745,6745,30761815,Current perspectives for the treatment of chronic myeloid leukemia,"With an annual incidence of 1-2 in a million, Ph*(+) chronic myeloid leukemia (CML) is a clonal hematopoietic stem cell disease that makes myeloid neoplastic cells breed out of control. This BCR-ABL(+) myeloproliferative disease makes up about 15%-20% of all leukemia cases in adults. CML is seen more in males than females, with a rate of three to two. However, it does not show differences in prevalence in terms of age. CML consists of three clinical phases. The first one is the chronic phase, defined by rising white blood cell levels and also by myeloid proliferation and bone marrow maturation. While this phase does not exhibit complications, in diagnosis, it comprises most of the patients. The second phase is the accelerated phase, which the disease progresses to if it is not treated or does not respond to treatment. This usually takes about 3 years. The third phase is the blastic phase. The chronic phase can still progress to the next two phases within the first 2 years, with a rate of 10%. In the following years, the possibility increases by 15%-20% each year. Tyrosine kinase inhibitors (TKIs) are revolutionary drugs for the management of disease course in CML. The aim of this review is to assess current approaches to CML patients' follow-up and treatment with TKIs. A literature search on CML and TKIs was made in PubMed, Web of Science, and Scopus with particular focus on randomized clinical trials, recommendations, guidelines, and expert opinions. In managing CML, various treatment methods have been utilized for many decades. Prior to the development of TKIs, interferon alpha was the primary tool, which was then complemented by allogeneic hematopoietic stem cell transplantation (HSCT). HSCT was successful in slowing the disease down in the long term and curing up to 50% of patients. Then the coming of the imatinib era opened up different treatment perspectives. For the patients resistant or intolerant to imatinib, second- and third-generation TKIs are successfully used in distinct CML disease states. The survival benefits of TKIs including imatinib, nilotinib, dasatinib, bosutinib, and ponatinib for CML patients are outstanding. TKI-related adverse events could impact the clinical course, especially in long-term drug administrations. The current aim for CML disease management in the TKI era is to provide age- and sex-matched normal life duration to CML patients. ",0
10515,10515,14625346,Acetaminophen-induced hepatotoxicity,"""The analgesic acetaminophen causes a potentially fatal, hepatic centrilobular necrosis when taken in overdose. The initial phases of toxicity were described in Dr. Gillette's laboratory in the 1970s. These findings indicated that acetaminophen was metabolically activated by cytochrome P450 enzymes to a reactive metabolite that depleted glutathione (GSH) and covalently bound to protein. It was shown that repletion of GSH prevented the toxicity. This finding led to the development of the currently used antidote N-acetylcysteine. The reactive metabolite was subsequently identified to be N-acetyl-p-benzoquinone imine (NAPQI). Although covalent binding has been shown to be an excellent correlate of toxicity, a number of other events have been shown to occur and are likely important in the initiation and repair of toxicity. Recent data have shown that nitrated tyrosine residues as well as acetaminophen adducts occur in the necrotic cells following toxic doses of acetaminophen. Nitrotyrosine was postulated to be mediated by peroxynitrite, a reactive nitrogen species formed by the very rapid reaction of superoxide and nitric oxide (NO). Peroxynitrite is normally detoxified by GSH, which is depleted in acetaminophen toxicity. NO synthesis (serum nitrate plus nitrite) was dramatically increased following acetaminophen. In inducible nitric oxide synthase (iNOS) knockout mice, acetaminophen did not increase NO synthesis or tyrosine nitration; however, histological evidence indicated no difference in toxicity. Acetaminophen did not cause hepatic lipid peroxidation in wild-type mice but did cause lipid peroxidation in iNOS knockout mice. These data suggest that NO may play a role in controlling lipid peroxidation and that reactive nitrogen/oxygen species may be important in toxicity. The source of the superoxide has not been identified, but our recent finding that NADPH oxidase knockout mice were equally sensitive to acetaminophen and had equal nitration of tyrosine suggests that the superoxide is not from the activation of Kupffer cells. It was postulated that NAPQI-mediated mitochondrial injury may be the source of the superoxide. In addition, the significance of cytokines and chemokines in the development of toxicity and repair processes has been demonstrated by several recent studies. IL-1beta is increased early in acetaminophen toxicity and may be important in iNOS induction. Other cytokines, such as IL-10, macrophage inhibitory protein-2 (MIP-2), and monocyte chemoattractant protein-1 (MCP-1), appear to be involved in hepatocyte repair and the regulation of proinflammatory cytokines.""",1
297,297,1152862,The effect of somatostatin on coagulation and platelet function in man,"Preliminary evidence has suggested that somatostatin might interfere with platelet function in the baboon. Because this agent is currently being administered experimentally to human beings, we studied its effect on coagulation and platelet function in man. In five subjects, a four-hour infusion of somatostatin (500 micrograms per hour) had no definite effect on platelet count, leukocyte count, hematocrit, platelet adhesiveness and aggregation, bleeding time, partial thromboplastin time, prothrombin time, and fibrinogen levels. A similar infusion for 18 hours in three subjects was likewise without effect. These studies indicate that somatostatin does not affect coagulation and platelet function in man and that its prolonged administration lacks ostensible toxicity.",0
6934,6934,31405828,Long-term macrolide antibiotics for the treatment of bronchiectasis in adults: an individual participant data meta-analysis,"Bronchiectasis guidelines recommend long-term macrolide treatment for patients with three or more exacerbations per year without Pseudomonas aeruginosa infection. Randomised controlled trials suggest that long-term macrolide treatment can prevent exacerbations in adult patients with bronchiectasis, but these individual studies have been too small to do meaningful subgroup analyses. We did a systematic review and individual patient data (IPD) meta-analysis to explore macrolide benefit in subpopulations, including those in which macrolide therapy is not currently recommended. We searched MEDLINE, Embase, the Cochrane Central Register of Controlled Trials, and Web of Science from Jan 1, 2000, to Sept 30, 2018, to identify double blind, randomised, placebo-controlled trials of macrolide antibiotics in adult patients with bronchiectasis. We applied no language restrictions. Randomised controlled trials were eligible if treatment was defined a priori as long term and had a primary or secondary outcome of bronchiectasis exacerbations. Studies in patients with cystic fibrosis bronchiectasis were excluded. The primary outcome of the meta-analysis was frequency of exacerbations requiring treatment with antibiotics. Secondary endpoints were time to first exacerbation, change in quality of life according to the St George's Respiratory Questionnaire (SGRQ), and change in FEV Of 234 identified studies, we included three randomised controlled trials, and IPD was obtained for 341 participants. Macrolide antibiotics reduced the frequency of exacerbations (adjusted incidence rate ratio [IRR] 0·49, 95% CI 0·36 to 0·66; p<0·0001). We also found that macrolide treatment improved the time to first exacerbation (adjusted hazard ratio 0·46, 0·34 to 0·61; p<0·0001) and was associated with improved quality of life measured by the SGRQ (mean improvement 2·93 points, 0·03 to 5·83; p=0·048). Macrolides were not associated with a significant improvement in FEV Long-term macrolide treatment significantly reduces the frequency of exacerbations in patients with bronchiectasis, with similar benefits observed in all subgroups based on patient characteristics. This finding suggests that macrolides might be considered in patients in whom macrolides are not indicated according to the current guidelines, particularly if alternative approaches to reduce exacerbations have been unsuccessful. However, downsides of long-term macrolide treatment must also be taken into account. European Respiratory Society. ",0
4983,4983,24382002,Romosozumab in postmenopausal women with low bone mineral density,"BACKGROUND: Sclerostin is an osteocyte-derived inhibitor of osteoblast activity. The monoclonal antibody romosozumab binds to sclerostin and increases bone formation. METHODS: In a phase 2, multicenter, international, randomized, placebo-controlled, parallel-group, eight-group study, we evaluated the efficacy and safety of romosozumab over a 12-month period in 419 postmenopausal women, 55 to 85 years of age, who had low bone mineral density (a T score of -2.0 or less at the lumbar spine, total hip, or femoral neck and -3.5 or more at each of the three sites). Participants were randomly assigned to receive subcutaneous romosozumab monthly (at a dose of 70 mg, 140 mg, or 210 mg) or every 3 months (140 mg or 210 mg), subcutaneous placebo, or an open-label active comparator--oral alendronate (70 mg weekly) or subcutaneous teriparatide (20 ?g daily). The primary end point was the percentage change from baseline in bone mineral density at the lumbar spine at 12 months. Secondary end points included percentage changes in bone mineral density at other sites and in markers of bone turnover. RESULTS: All dose levels of romosozumab were associated with significant increases in bone mineral density at the lumbar spine, including an increase of 11.3% with the 210-mg monthly dose, as compared with a decrease of 0.1% with placebo and increases of 4.1% with alendronate and 7.1% with teriparatide. Romosozumab was also associated with large increases in bone mineral density at the total hip and femoral neck, as well as transitory increases in bone-formation markers and sustained decreases in a bone-resorption marker. Except for mild, generally nonrecurring injection-site reactions with romosozumab, adverse events were similar among groups. CONCLUSIONS: In postmenopausal women with low bone mass, romosozumab was associated with increased bone mineral density and bone formation and with decreased bone resorption. (Funded by Amgen and UCB Pharma; ClinicalTrials.gov number, NCT00896532.).",0
6205,6205,28944113,Psychiatric Symptoms as the First Clinical Presentation of Multiple Sclerosis: A Case Report,"Multiple sclerosis (MS) is an autoimmune condition which affects the axon myelination in the brain. There can be multiple ways it can present initially, but physical signs and symptoms are the most common ones. We are reporting a case of MS from Pakistan which presented with neuropsychiatric features and was offered psychiatric care, but the patient declined treatment because of stigma related to psychiatric care. Four months later when her condition worsened, further investigation showed it to be a case of MS. The purpose of this case report is that psychiatric features should be considered for differentials of MS. ",0
1964,1964,9581695,"Efficacy of thymosin alpha1 in patients with chronic hepatitis B: a randomized, controlled trial","Thymosin alpha1 (Talpha) is an immune modifier that has been shown in a pilot study to be effective for chronic hepatitis B; this requires confirmation. Ninety-eight patients with clinicopathologically proven chronic hepatitis B were randomly allocated to 3 groups: 1) group A received a 26-week course of Talpha with a 1.6-mg subcutaneous injection two times a week (T6 group); 2) group B received the same regimen as group A, but Talpha therapy extended for 52 weeks (T12 group); and 3) group C served as a control group and was followed up for 18 months without specific treatment (T0 group). The three groups were comparable in clinicohistological features at entry. The complete virological response rate (clearance of serum hepatitis B virus [HBV] DNA and hepatitis B e antigen [HBeAg]) was higher in group A (40.6%) and group B (26.5%) than in group C (9.4%) (group A vs. group C: P=.004; group B vs. group C: P=.068) when assessed 18 months after entry, although complete response rates among these three groups were similar when first assessed at the end of therapy. There was a trend for complete virological response to increase or accumulate gradually after the end of Talpha therapy. None of the responders lost hepatitis B surface antigen. Blinded histological assessment showed a significant improvement in treated patients, particularly in lobular necroinflammation and scores excluding fibrosis. No significant side effects were observed. These results suggest that a 26-week course of Talpha therapy is effective and safe in patients with chronic hepatitis B.",0
99,99,581782,Comparison of the immediate effects of five beta-adrenoreceptor-blocking drugs with different ancillary properties in angina pectoris,"We compared the immediate effects of five beta-adrenoreceptor-blocking agents in 16 patients with stable angina pectoris. Acute dose-response studies showed that all five drugs improved exercise tolerance and reduced ST-segment depression, heart rate and blood pressure by a similar degree in comparison with a placebo (P less than 0.01). Near maximum improvement in exercise tolerance occurred when the acute cumulative oral dose had reached 160 mg for propranolol and oxprenolol, 200 mg for metoprolol and tolamolol and 400 mg for practolol. When these drugs were administered as a single doses, increase in walking time before the development of angina and reduction in ST-segment depression, heart rate and systolic blood pressure all occurred within one hour and persisted for eight hours--effects markedly different from the response to a placebo (P less than 0.01). These data show that non-cardioselective agents (propranolol and oxprenolol), cardioselective agents (practolol, metoprolol and tolamolol), as well as drugs with intrinsic sympathomimetic activity (oxprenolol and practolol), were equally effective in the treatment of angina pectoris.",0
7267,7267,874990,Evaluation of clinical skills for a specialty board during residency training,"Since 1971 the directors of residency training programs in internal medicine have had the responsibility for evaluating the clinical skills of their trainees for the American Board of Internal Medicine. Satisfactory performance is required by the board as a qualification for admission to its written certifying examination. This report presents the board's experience with the evaluation of clinical skills through June 1975 based on visits with the administrators of 166 residency training programs. Described are the evaluative methods employed by the programs, the delineation and observation of acceptable minimum standards of performance, and the benefits to training in internal medicine accruing from the institution of these evaluation procedures and from the related visits to hospitals by representatives of the board.",1
4416,4416,23213086,Vitamin A deficiency is associated with hepatitis C virus chronic infection and with unresponsiveness to interferon-based antiviral therapy,"Recent data suggest that vitamin A modulates the expression of type I interferon receptor enhancing the antireplication effect of interferon-? on hepatitis C virus (HCV). This study aimed to investigate the prevalence of vitamin A deficiency among patients with chronic HCV infection and to assess whether vitamin A deficiency could be associated with unresponsiveness to interferon-based antiviral therapy. The analysis included 199 consecutive treatment-na?ve chronic HCV patients in whom pretreatment serum vitamin A and 25-OH vitamin D were measured; 119 healthy blood donors were used as controls. Median (interquartile range) serum vitamin A in HCV-positive patients was significantly lower than in controls: 256 ng/mL (128-440) versus 742 (624-942, P<0.0001). Overall sustained viral response was achieved in 122/199 patients, 46/109 infected by difficult to treat HCV genotypes. In these latter, 39/104 (37.5%) were nonresponders. At multivariate analysis, nonresponse to antiviral therapy was predicted by carriage of interleukin (IL)-28B T/* genotypes, baseline serum levels of ?GT>60 IU/mL, of HCV RNA>600,000 IU/mL, of vitamin A?100 ng/mL, and a cumulative dose of ribavirin?80%. Seventeen patients (9.0%) had both serum levels of vitamin A?100 ng/mL and of vitamin D?20 ng/mL; the presence of a combined vitamin A and D deficiency was found to be a strong independent predictor of nonresponse to antiviral therapy. CONCLUSION: A high percentage of patients with chronic HCV infection have serum vitamin A deficiency. This condition is associated with nonresponse to antiviral therapy.",0
7111,7111,247023,[Public health nursing activity based on the close tie with the local residents--answer to the letter by Ms. Yamazaki],,1
8092,8092,3944744,Hepatomegaly following short-term high-dose steroid therapy,"Children treated with large doses of corticosteroids were found to develop hepatomegaly within a few days. No relationship could be established between the condition for which steroids were given and the liver enlargement. Liver biopsy was thought to be indicated, and thus was performed in three children because of diagnostic uncertainty. The light and electron microscopic examinations revealed normal liver architecture, without edema, sinusoid engorgement, or inflammatory changes. The hepatocytes were distended by increased amounts of glycogen. In a pattern reminiscent of some glycogen storage diseases, mitochondria and other cytosol components were displaced toward the cell membrane or around the nucleus, which occasionally contained glycogen. Moderate sinusoidal compression, interhepatocytic free glycogen particles, and mild increase in lipid droplets were also found. It is concluded that the hepatomegaly noted in patients given short-term, high-dosage steroid therapy is due to excessive glycogen accumulation within parenchymal cells. This finding is in accordance with observations in animals, as well as with biochemical studies demonstrating hepatocytic glycogen deposition after steroid therapy. Being benign and reversible, early hepatomegaly following administration of high-dose corticosteroids should not influence the initial therapeutic plan required by the basic disease.",1
3898,3898,19299783,"Death from propofol: accident, suicide, or murder?","""A 24-yr-old woman was found dead in her home from apparent propofol """"toxicity."""" Her blood level of propofol was 4.3 microg/mL. She had no history of drug abuse and no evidence of such behavior at autopsy. The medical examiner and police investigators felt that she died from probable homicide. Attention was focused on a male registered nurse acquaintance, who had acquired propofol and other drugs in the course of his regular duties in a surgical intensive care unit. This is the first reported case of murder with propofol. """,0
6974,6974,31553835,Step-Up Therapy in Black Children and Adults with Poorly Controlled Asthma,"BACKGROUND: Morbidity from asthma is disproportionately higher among black patients than among white patients, and black patients constitute the minority of participants in trials informing treatment. Data indicate that patients with inadequately controlled asthma benefit more from addition of a long-acting beta-agonist (LABA) than from increased glucocorticoids; however, these data may not be informative for treatment in black patients. METHODS: We conducted two prospective, randomized, double-blind trials: one involving children and the other involving adolescents and adults. In both trials, the patients had at least one grandparent who identified as black and had asthma that was inadequately controlled with low-dose inhaled glucocorticoids. We compared combinations of therapy, which included the addition of a LABA (salmeterol) to an inhaled glucocorticoid (fluticasone propionate), a step-up to double to quintuple the dose of fluticasone, or both. The treatments were compared with the use of a composite measure that evaluated asthma exacerbations, asthma-control days, and lung function; data were stratified according to genotypic African ancestry. RESULTS: When quintupling the dose of fluticasone (to 250 ?g twice a day) was compared with adding salmeterol (50 ?g twice a day) and doubling the fluticasone (to 100 ?g twice a day), a superior response occurred in 46% of the children with quintupling the fluticasone and in 46% of the children with doubling the fluticasone and adding salmeterol (P?=?0.99). In contrast, more adolescents and adults had a superior response to added salmeterol than to an increase in fluticasone (salmeterol-low-dose fluticasone vs. medium-dose fluticasone, 49% vs. 28% [P?=?0.003]; salmeterol-medium-dose fluticasone vs. high-dose fluticasone, 49% vs. 31% [P?=?0.02]). Neither the degree of African ancestry nor baseline biomarkers predicted a superior response to specific treatments. The increased dose of inhaled glucocorticoids was associated with a decrease in the ratio of urinary cortisol to creatinine in children younger than 8 years of age. CONCLUSIONS: In contrast to black adolescents and adults, almost half the black children with poorly controlled asthma had a superior response to an increase in the dose of an inhaled glucocorticoid and almost half had a superior response to the addition of a LABA. (Funded by the National Heart, Lung, and Blood Institute; BARD ClinicalTrials.gov number, NCT01967173.).",0
5875,5875,26324049,Bivalirudin or Unfractionated Heparin in Acute Coronary Syndromes,"BACKGROUND: Conflicting evidence exists on the efficacy and safety of bivalirudin administered as part of percutaneous coronary intervention (PCI) in patients with an acute coronary syndrome. METHODS: We randomly assigned 7213 patients with an acute coronary syndrome for whom PCI was anticipated to receive either bivalirudin or unfractionated heparin. Patients in the bivalirudin group were subsequently randomly assigned to receive or not to receive a post-PCI bivalirudin infusion. Primary outcomes for the comparison between bivalirudin and heparin were the occurrence of major adverse cardiovascular events (a composite of death, myocardial infarction, or stroke) and net adverse clinical events (a composite of major bleeding or a major adverse cardiovascular event). The primary outcome for the comparison of a post-PCI bivalirudin infusion with no post-PCI infusion was a composite of urgent target-vessel revascularization, definite stent thrombosis, or net adverse clinical events. RESULTS: The rate of major adverse cardiovascular events was not significantly lower with bivalirudin than with heparin (10.3% and 10.9%, respectively; relative risk, 0.94; 95% confidence interval [CI], 0.81 to 1.09; P=0.44), nor was the rate of net adverse clinical events (11.2% and 12.4%, respectively; relative risk, 0.89; 95% CI, 0.78 to 1.03; P=0.12). Post-PCI bivalirudin infusion, as compared with no infusion, did not significantly decrease the rate of urgent target-vessel revascularization, definite stent thrombosis, or net adverse clinical events (11.0% and 11.9%, respectively; relative risk, 0.91; 95% CI, 0.74 to 1.11; P=0.34). CONCLUSIONS: In patients with an acute coronary syndrome, the rates of major adverse cardiovascular events and net adverse clinical events were not significantly lower with bivalirudin than with unfractionated heparin. The rate of the composite of urgent target-vessel revascularization, definite stent thrombosis, or net adverse clinical events was not significantly lower with a post-PCI bivalirudin infusion than with no post-PCI infusion. (Funded by the Medicines Company and Terumo Medical; MATRIX ClinicalTrials.gov number, NCT01433627.).",0
8048,8048,3799705,Treatment of Wilson's disease with zinc. II. Validation of oral 64copper with copper balance,"The efficacy of zinc as a therapeutic agent to control copper balance in Wilson's disease patients has been previously documented with balance studies. In an attempt to develop a simpler and faster tool for evaluating the adequacy of zinc therapy, a technique that measures the uptake into blood of a small oral dose of 64copper was studied in conjunction with copper balance. The mean peak 64copper uptake into blood of nine Wilson's disease patients on D-penicillamine, trien, or no medication was 6.04 +/- 2.74%, comparable with normal controls. Seven patients on zinc therapy had a markedly and significantly reduced mean uptake of 0.79 +/- 1.05% after treatment. The data demonstrate that the prevention of copper uptake into blood in Wilson's disease patients by zinc therapy can be evaluated by 64copper uptake and that peak uptakes of less than 1% occur in patients with neutral or negative copper balance.",1
1482,1482,7666816,Serum lipids and lipoproteins in postmenopausal women receiving transdermal oestrogen in combination with a levonorgestrel-releasing intrauterine device,"To compare the effects of a non-oral combination of a transdermal oestradiol patch (50 micrograms daily) and an intrauterine device (IUD) releasing 20 micrograms of levonorgestrel daily on the serum pattern of lipids and lipoproteins with an established oral regimen of a daily dose of 2 mg of estradiol and 1 mg of noretisterone acetate. An open, randomized study comprised of 40 healthy, early postmenopausal women. During 1 year the concentration of total cholesterol decreased 5.0% in the LNg-IUD group and 10.6% in the oral therapy group; HDL cholesterol decreased 10.9% and 12.8%, respectively, and HDL2 cholesterol decreased 18.1% and 26.9%, respectively. LDL cholesterol values did not change in the LNg-IUD group, whereas a 10.3% decrease was observed in the oral therapy group. Triglyceride values did not change in either group. There were no significant differences in the serum lipoprotein changes between the groups during the treatment. The use of a non-oral regimen of hormone replacement therapy has been advocated to minimize the effect of steroids on the liver. Its effects on the serum pattern of lipids and lipoproteins, however, did not differ significantly from those induced by a continuous oral treatment regimen. ",0
10049,10049,11873055,Subcellular localization of trifluoroacetylated liver proteins in association with hepatitis following isoflurane,,1
13955,13955,26784217,Chronic Arsenic Poisoning Probably Caused by Arsenic-Based Pesticides: Findings from an Investigation Study of a Household,"In addition to naturally occurring arsenic, man-made arsenic-based compounds are other sources of arsenic exposure. In 2013, our group identified 12 suspected arsenicosis patients in a household (32 living members). Of them, eight members were diagnosed with skin cancer. Interestingly, all of these patients had lived in the household prior to 1989. An investigation revealed that approximately 2 tons of arsenic-based pesticides had been previously placed near a well that had supplied drinking water to the family from 1973 to 1989. The current arsenic level in the well water was 620 mug/L. No other high arsenic wells were found near the family's residence. Based on these findings, it is possible to infer that the skin lesions exhibited by these family members were caused by long-term exposure to well water contaminated with arsenic-based pesticides. Additionally, biochemical analysis showed that the individuals exposed to arsenic had higher levels of aspartate aminotransferase and gamma-glutamyl transpeptidase than those who were not exposed. These findings might indicate the presence of liver dysfunction in the arsenic-exposed individuals. This report elucidates the effects of arsenical compounds on the occurrence of high levels of arsenic in the environment and emphasizes the severe human health impact of arsenic exposure.",1
58,58,388217,Hodgkin's disease,"During the past two decades, new approaches to the diagnosis and treatment of Hodgkin's disease have contributed to improved rates of survival and probable cure. Currently, patients with Hodgkin's disease are treated according to the stage and symptoms of their disease. The degree of certainty necessary for determining stage depends on the potential effectiveness of the therapeutic options available in a given case. Certain cases have been identified where treatment with a single modality has been disappointing, and the use of both radiotherapy and chemotherapy may be considered for these. Such decisions can be made only by evaluating the effectiveness of salvage after relapse following single-modality treatment and assessing the added hazards of initial treatment with both modalities.",0
